product_id,product_name,category,total_units_sold,total_revenue,average_rating,review_count
420,Visionary non-volatile core,Electronics,26,1928.94,5.0,2
269,Re-engineered bi-directional alliance,Sports,17,1905.87,3.5,2
456,Organized leadingedge capability,Books,42,1889.58,2.8,5
272,Reduced tertiary frame,Clothing,18,1819.62,3.75,4
171,Synergistic empowering access,Clothing,8,1790.96,3.0,2
280,Seamless systemic middleware,Electronics,18,1732.68,3.5,2
303,Switchable transitional task-force,Clothing,28,1730.68,5.0,1
137,Fully-configurable coherent installation,Clothing,21,1711.5,3.5,2
5,User-friendly multi-tasking toolset,Clothing,33,1695.54,2.5,2
56,Ameliorated multi-tasking Graphic Interface,Books,48,1616.16,3.0,3
284,Extended interactive methodology,Books,20,1577.0,1.5,2
397,Intuitive background firmware,Clothing,12,1548.72,0.0,0
15,Extended systematic customer loyalty,Sports,58,1537.58,2.5,6
434,Customizable systematic analyzer,Sports,23,1505.81,3.0,1
308,Customizable bottom-line hub,Home & Garden,22,1464.32,0.0,0
295,Intuitive multi-state contingency,Electronics,16,1456.64,2.75,4
305,Stand-alone static concept,Electronics,19,1432.79,5.0,1
336,Advanced context-sensitive paradigm,Electronics,28,1431.92,3.2,5
57,Programmable methodical pricing structure,Sports,32,1407.36,2.5,8
471,Self-enabling eco-centric capacity,Electronics,20,1388.2,4.8,5
283,Profit-focused bifurcated support,Electronics,33,1375.11,5.0,1
103,Balanced object-oriented instruction set,Books,30,1367.4,4.57,7
199,Synergistic human-resource time-frame,Sports,12,1330.92,3.67,3
457,Fundamental mobile open system,Home & Garden,34,1275.34,3.4,5
360,Realigned background approach,Sports,23,1257.64,2.33,3
153,Customer-focused 4thgeneration leverage,Sports,21,1231.86,2.75,4
212,Enterprise-wide mobile middleware,Books,18,1227.24,0.0,0
58,Diverse 4thgeneration archive,Books,31,1217.06,3.5,2
418,Progressive fault-tolerant throughput,Sports,33,1197.57,1.5,2
110,Balanced needs-based capability,Clothing,29,1196.54,3.0,3
59,Mandatory didactic system engine,Sports,17,1143.25,3.0,5
273,Mandatory dynamic task-force,Electronics,12,1125.84,4.0,1
398,Pre-emptive fresh-thinking conglomeration,Electronics,21,1115.1,2.0,2
195,Multi-lateral zero administration moderator,Home & Garden,25,1083.75,3.0,5
135,Persistent next generation analyzer,Books,19,1061.72,2.5,4
227,Phased solution-oriented capacity,Clothing,17,1047.54,5.0,2
100,Realigned clear-thinking data-warehouse,Clothing,27,1043.28,1.33,3
98,Business-focused multimedia parallelism,Books,30,994.8,1.67,3
209,Diverse multi-state implementation,Home & Garden,51,987.87,3.0,12
446,Managed regional task-force,Sports,31,959.14,2.0,3
319,Assimilated optimizing website,Home & Garden,19,953.04,3.0,1
201,Persevering systemic implementation,Sports,26,931.32,2.5,4
85,Optimized hybrid matrices,Books,31,931.24,3.0,5
313,Down-sized needs-based superstructure,Books,18,903.78,2.0,4
112,Re-contextualized systematic system engine,Clothing,23,898.15,2.4,5
315,Persevering 5thgeneration groupware,Clothing,36,896.76,3.5,4
375,Upgradable client-server project,Home & Garden,26,852.28,3.33,3
333,Self-enabling radical moderator,Books,41,790.89,2.33,3
344,Function-based optimizing ability,Sports,19,751.64,2.5,4
328,Integrated uniform alliance,Books,23,732.09,1.0,4
324,Versatile non-volatile protocol,Home & Garden,15,728.85,4.33,3
70,Operative 6thgeneration ability,Electronics,19,728.84,2.6,5
39,Cross-platform exuding groupware,Clothing,12,711.36,0.0,0
130,Reduced neutral throughput,Home & Garden,31,707.73,3.25,4
438,Pre-emptive upward-trending attitude,Books,18,701.28,2.5,2
224,Fully-configurable national analyzer,Clothing,33,671.88,3.0,2
469,Ergonomic system-worthy core,Electronics,13,652.08,3.5,2
146,Open-source impactful policy,Clothing,36,601.56,1.0,1
374,Vision-oriented 4thgeneration conglomeration,Home & Garden,31,599.23,2.67,3
185,Upgradable cohesive hub,Clothing,19,567.34,5.0,1
132,Managed intermediate projection,Home & Garden,22,565.62,3.5,4
54,User-centric dedicated groupware,Home & Garden,36,527.04,4.4,5
67,Grass-roots encompassing hierarchy,Books,31,477.71,4.5,2
213,Innovative tangible encoding,Sports,26,477.1,3.0,4
436,Adaptive systemic analyzer,Home & Garden,26,404.82,4.0,1
444,Organic motivating toolset,Clothing,26,321.36,3.5,6
177,Versatile asynchronous Internet solution,Clothing,18,307.62,3.5,2
128,Front-line dedicated hub,Electronics,25,244.75,4.0,3
86,Optimized national capability,Electronics,19,233.89,3.75,4
296,Team-oriented user-facing synergy,Sports,27,170.64,3.0,5
125,Digitized coherent utilization,Clothing,24,162.24,3.0,3
392,Visionary regional workforce,Electronics,15,135.15,3.5,2
53,Quality-focused web-enabled hub,Home & Garden,19,100.32,1.0,1
